16, 16, 49152, 0, 0, 0.002, 0.144, 0.0001, 0.002, 0.0072,
16, 32, 65536, 0, 0, 0, 0, 0, 0.003, 0.0001,
16, 48, 81920, 0, 0, 0, 0, 0.0001, 0.003, 0.0003,
16, 64, 98304, 0, 0.001, 0.001, 0.001, 0, 0.004, 0.0004,
16, 80, 114688, 0, 0, 0.001, 0.001, 0, 0.001, 0.0005,
16, 96, 131072, 0, 0, 0, 0.002, 0, 0.002, 0.0006,
16, 112, 147456, 0, 0, 0, 0, 0.0001, 0.001, 0.0007,
16, 128, 163840, 0, 0, 0, 0.001, 0.0001, 0.001, 0.0013,
16, 144, 180224, 0, 0, 0.001, 0, 0.0001, 0.002, 0.0009,
16, 160, 196608, 0, 0, 0.001, 0.001, 0.0001, 0.002, 0.0008,
16, 176, 212992, 0, 0, 0, 0, 0.0001, 0.002, 0.0009,
16, 192, 229376, 0, 0, 0, 0, 0.0001, 0.002, 0.001,
16, 208, 245760, 0, 0, 0.001, 0.001, 0.0001, 0.001, 0.001,
16, 224, 262144, 0, 0, 0, 0.001, 0.0002, 0.001, 0.001,
16, 240, 278528, 0, 0, 0.001, 0.001, 0.0001, 0.002, 0.001,
16, 256, 294912, 0, 0, 0.001, 0, 0.0001, 0.002, 0.0012,
16, 272, 311296, 0, 0, 0, 0, 0.0001, 0.002, 0.0015,
16, 288, 327680, 0, 0.001, 0.001, 0, 0.0001, 0.001, 0.0015,
16, 304, 344064, 0, 0, 0.001, 0, 0.0001, 0.005, 0.0013,
16, 320, 360448, 0, 0, 0.001, 0.001, 0.0002, 0.002, 0.0014,
16, 336, 376832, 0, 0, 0.001, 0, 0.0002, 0.002, 0.002,
16, 352, 393216, 0, 0, 0.001, 0, 0.0001, 0.003, 0.0015,
16, 368, 409600, 0, 0, 0.001, 0, 0.0002, 0.001, 0.0014,
16, 384, 425984, 0, 0, 0.001, 0.001, 0.0001, 0.014, 0.0029,
16, 400, 442368, 0, 0, 0.001, 0, 0.0001, 0.002, 0.0018,
16, 416, 458752, 0, 0, 0.001, 0, 0.0001, 0.002, 0.0017,
16, 432, 475136, 0, 0, 0.001, 0, 0.0002, 0.002, 0.002,
16, 448, 491520, 0, 0, 0.001, 0, 0.0002, 0.002, 0.0024,
16, 464, 507904, 0, 0, 0.001, 0, 0.0002, 0.009, 0.0019,
16, 480, 524288, 0, 0, 0.001, 0, 0.0001, 0.002, 0.0027,
16, 496, 540672, 0, 0, 0.001, 0, 0.0002, 0.002, 0.0086,
16, 512, 557056, 0, 0, 0.001, 0.001, 0.0002, 0.007, 0.003,
16, 528, 573440, 0, 0, 0.001, 0.001, 0.0002, 0.003, 0.0031,
16, 544, 589824, 0, 0, 0.001, 0, 0.0003, 0.003, 0.0023,
16, 560, 606208, 0, 0, 0.001, 0, 0.0002, 0.005, 0.0021,
16, 576, 622592, 0, 0, 0.001, 0.001, 0.0002, 0.003, 0.0024,
16, 592, 638976, 0, 0, 0.001, 0, 0.0003, 0.003, 0.0036,
16, 608, 655360, 0, 0, 0.001, 0.001, 0.0002, 0.002, 0.0024,
16, 624, 671744, 0, 0, 0.001, 0.001, 0.0002, 0.003, 0.0097,
